l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
32000.0,4096000.0,256.0,64.0,1.0,22.0,18.0,20.0,4.0,4.0,1.0,5.0,6.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,5.0,6.0,2.0,1.0,6.0,1.0,2.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,1.0,6.0,5.0,2.0,4.0,6.0,4.0,4.0,2.0,64.0,1.0,64.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,3.0,6.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,128.0,8.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,3.0,6.0,2.0,6.0,5.0,6.0,6.0,1.0,3.0,6.0,32.0,128.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,2.0,6.0,5.0,6.0,2.0,6.0,5.0,1.0,1.0,3.0,5.0,1.0,3.0,6.0,1.0,256.0,1.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,1.0,3.0,2.0,1024.0,64.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,3.0,4.0,6.0,3.0,1.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,64.0,16.0,1.0,128.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,76455193.4,8639980.0,0.100395175,20.0,514.0,514.0,5.534873563773231e+17,1.0,1.0020173958333334,133.0,133.0
1024.0,16000.0,256.0,64.0,3.0,34.0,4.0,4.0,1.0,5.0,1.0,4.0,6.0,4.0,3.0,5.0,3.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,2.0,2.0,4.0,6.0,6.0,6.0,32.0,1.0,1.0,96.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,4.0,1.0,5.0,6.0,3.0,2.0,3.0,2.0,1.0,6.0,4.0,2.0,2.0,2.0,1.0,16.0,64.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,6.0,4.0,5.0,2.0,6.0,4.0,5.0,6.0,64.0,4.0,1.0,1.0,32.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,6.0,5.0,2.0,4.0,1.0,3.0,1.0,6.0,3.0,6.0,3.0,2.0,1.0,3.0,2.0,4.0,64.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,6.0,4.0,2.0,3.0,6.0,6.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,6.0,5.0,64.0,2.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,6.0,5.0,4.0,5.0,4.0,1.0,6.0,2.0,4.0,1.0,1.0,6.0,4.0,6.0,3.0,2048.0,512.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,6.0,5.0,6.0,3.0,3.0,1.0,4.0,2.0,6.0,6.0,5.0,2.0,2.0,5.0,4.0,64.0,512.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2676218556.0,12606512.54,360852000.0,2.8585343055555557,544.0,514.0,593920.0,3.373778278599469e+16,3.8819444444444446,0.7290329079861111,133.0,50398.88888888889
8192.0,8192000.0,256.0,64.0,1.0,44.0,16.0,14.0,2.0,1.0,5.0,5.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,5.0,5.0,6.0,1.0,3.0,6.0,2.0,5.0,3.0,4.0,4.0,3.0,32.0,2.0,1.0,1536.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,4.0,6.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,16.0,1.0,1.0,4.0,8.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,8.0,1.0,16.0,4.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,5.0,6.0,3.0,6.0,3.0,6.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,64.0,64.0,1.0,512.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,2.0,4.0,6.0,3.0,5.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,16.0,16.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,6.0,3.0,1.0,6.0,1.0,4.0,3.0,4.0,1.0,6.0,1.0,6.0,1.0,3.0,5.0,16.0,16.0,1.0,8.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7030571296.0,72487000.6,6228280.0,0.07242610000000001,14.0,514.0,514.0,5.096250257514947e+17,9.85,9.854607569444445,133.0,172.0
1024.0,64000.0,256.0,64.0,2.0,26.0,32.0,30.0,2.0,6.0,1.0,5.0,1.0,3.0,5.0,6.0,2.0,3.0,3.0,6.0,2.0,3.0,1.0,2.0,3.0,6.0,6.0,3.0,4.0,2.0,4.0,5.0,512.0,16.0,1.0,6.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,6.0,5.0,4.0,6.0,3.0,4.0,6.0,4.0,4.0,4.0,2.0,6.0,1.0,1.0,16.0,64.0,1.0,4.0,8.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,6.0,2.0,3.0,1.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,32.0,2.0,1.0,64.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,6.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,6.0,512.0,128.0,1.0,2.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,6.0,1.0,1.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,16.0,4.0,1.0,4.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,6.0,2.0,2.0,5.0,5.0,2048.0,2.0,1.0,256.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,6.0,6.0,2.0,6.0,5.0,1.0,5.0,3.0,2.0,3.0,16.0,2.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441977896.0,20002410.919999998,839648000.0,4.9761762152777775,960.0,514.0,117248.0,8840623493349023.0,30.583333333333332,9.7214684375,133.0,19739.277777777777
256.0,256000.0,256.0,64.0,3.0,44.0,34.0,20.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,6.0,6.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,256.0,4.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,6.0,4.0,4.0,6.0,1.0,6.0,4.0,4.0,4.0,1.0,8.0,32.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,6.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,6.0,1.0,5.0,6.0,2.0,32.0,1.0,4.0,1.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,6.0,3.0,1.0,5.0,1.0,2.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,1.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,4.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,6.0,4.0,6.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,256.0,64.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,6.0,6.0,4.0,2.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2602548215.0,19113622.83,467712000000.0,532.5460555555555,29920.0,514.0,458752.0,4.974412497839974e+16,26.87152777777778,5.765519557291666,133.0,37367.333333333336
4096.0,8192000.0,256.0,64.0,1.0,20.0,46.0,32.0,3.0,3.0,6.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,8.0,256.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,6.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,3.0,8.0,32.0,1.0,64.0,128.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,4.0,6.0,6.0,64.0,2.0,1.0,2.0,4.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,6.0,6.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,2.0,3.0,128.0,4.0,1.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,5.0,1.0,3.0,3.0,6.0,5.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,64.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,6.0,5.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,6.0,128.0,128.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7019954464.0,73356043.80000001,13573500.0,0.15708399999999997,32.0,514.0,514.0,5.149560871351896e+17,24.25,24.80659711805556,133.0,226.0
1024.0,2048000.0,256.0,64.0,2.0,40.0,40.0,30.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1536.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,8.0,4.0,1.0,4.0,64.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,6.0,2.0,3.0,2.0,6.0,1.0,5.0,6.0,1.0,32.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,16.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,6.0,6.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,6.0,3.0,4.0,6.0,2.0,1.0,8.0,128.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,6.0,5.0,5.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,128.0,8.0,1.0,64.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,6.0,1.0,4.0,6.0,6.0,1.0,1.0,1.0,5.0,1.0,8.0,4.0,1.0,512.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1025743311.0,24651648.299999997,1196130000.0,6.2669669444444445,1200.0,514.0,19456.0,2.528626334884952e+16,4.932868402777778,2.411559635416667,133.0,2078.277777777778
512000.0,16000000.0,256.0,64.0,1.0,22.0,30.0,40.0,3.0,3.0,3.0,3.0,1.0,5.0,6.0,1.0,4.0,5.0,4.0,4.0,6.0,2.0,3.0,5.0,6.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,8.0,32.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,6.0,5.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,6.0,4.0,3.0,2.0,8.0,1.0,8.0,128.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,6.0,5.0,4.0,2.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,2.0,4.0,1.0,32.0,1.0,16.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,1.0,4.0,16.0,1.0,2.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,6.0,6.0,5.0,3.0,6.0,2.0,1.0,1.0,1024.0,64.0,1.0,512.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,64.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,52611858.0,16944000.0,0.19450225000000002,40.0,514.0,514.0,3.8087665341670714e+17,1.0,1.3696762847222221,133.0,133.0
128000.0,512000.0,256.0,64.0,2.0,48.0,28.0,8.0,2.0,3.0,6.0,4.0,2.0,6.0,1.0,1.0,3.0,4.0,6.0,6.0,4.0,2.0,4.0,2.0,6.0,1.0,4.0,2.0,1.0,4.0,3.0,6.0,64.0,4.0,1.0,1536.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0,6.0,4.0,3.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,6.0,3.0,5.0,64.0,8.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,2.0,5.0,4.0,32.0,64.0,1.0,64.0,8.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,512.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,3.0,1.0,6.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,6.0,1.0,1.0,6.0,5.0,512.0,16.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,5.0,4.0,2.0,5.0,6.0,6.0,1.0,6.0,1.0,2.0,2.0,64.0,4.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1024.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7029033717.0,19496580.099999998,112471000.0,1.0878738819444442,224.0,514.0,17152.0,1.3704211888909122e+17,15.849999999999998,9.450859255902778,133.0,3001.8333333333335
512.0,16000.0,256.0,64.0,3.0,26.0,38.0,36.0,2.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,6.0,3.0,1.0,5.0,3.0,2.0,4.0,6.0,4.0,6.0,1.0,2.0,5.0,16.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,16.0,2.0,1.0,128.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,6.0,4.0,3.0,2.0,5.0,6.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,64.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,6.0,3.0,1.0,5.0,3.0,512.0,64.0,1.0,32.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,6.0,3.0,5.0,64.0,8.0,1.0,1024.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,3.0,6.0,3.0,2048.0,2.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,3.0,6.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,6.0,512.0,8.0,1.0,128.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2659469941.0,12514970.299999999,658376000000.0,721.374625,35568.0,514.0,1441792.0,3.3283187325357748e+16,6.392361111111111,0.106322396875,133.0,127581.11111111111
16000.0,512000.0,256.0,64.0,3.0,20.0,38.0,36.0,5.0,6.0,6.0,3.0,2.0,6.0,4.0,2.0,4.0,5.0,2.0,6.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,2.0,6.0,1.0,3.0,64.0,256.0,1.0,6.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,2.0,6.0,6.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,6.0,4.0,5.0,64.0,4.0,1.0,32.0,32.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,6.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,2.0,1.0,64.0,1.0,1.0,8.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,128.0,16.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,6.0,4.0,5.0,6.0,1.0,4.0,4.0,3.0,1.0,4.0,8.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,4.0,1.0,6.0,3.0,2.0,512.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,3.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,6.0,1.0,6.0,64.0,16.0,1.0,1024.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1223628644.0,12945841.520000001,392000000000.0,456.60714930555554,27360.0,514.0,753664.0,1.58409025045565e+16,17.456249999999997,0.39686444444444446,133.0,124913.77777777778
1024000.0,512000.0,256.0,64.0,1.0,18.0,46.0,42.0,2.0,4.0,5.0,4.0,4.0,6.0,2.0,4.0,4.0,6.0,2.0,1.0,3.0,6.0,1.0,6.0,6.0,4.0,1.0,1.0,2.0,5.0,6.0,5.0,2.0,256.0,1.0,3.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,3.0,5.0,5.0,6.0,3.0,6.0,5.0,1.0,4.0,3.0,5.0,6.0,5.0,3.0,6.0,32.0,1.0,1.0,16.0,2.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,6.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,6.0,2.0,8.0,1.0,1.0,16.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,6.0,4.0,4.0,4.0,5.0,3.0,3.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,64.0,32.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,3.0,256.0,8.0,1.0,128.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,2.0,1.0,128.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,6.0,3.0,5.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,128.0,64.0,1.0,256.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,54956358.0,17796800.0,0.20394624999999997,42.0,514.0,514.0,3.9784935401845114e+17,1.0,1.369649236111111,133.0,133.0
